,Category,Make_again,Rating,Summary,Title,URL,Ingredients,Directions,Tags
158,recipe,100%,4.0,"Nuts and seeds have been making their way into Mexican sauces and salsas for centuries. The nutty sesame seeds in this salsa, which is served at a very popular small restaurant in Tijuana called Mi Rincón Cenaduria (My Restaurant Nook), give it body and depth. Use this on steak tacos or even with grilled chicken. Peanuts can be substituted for the sesame seeds.",Sesame Seed and Árbol Chile Salsa,https://www.epicurious.com//recipes/food/views/sesame-seed-and-arbol-chile-salsa-394911,"1 1/2 tablespoons vegetable oil, 1/4 cup minced onion, 2 large garlic cloves, 1/4 cup sesame seeds, toasted, 1/2 cup dried árbol chiles, 4 large tomatillos, husked and rinsed, Salt and freshly ground black pepper","Heat the vegetable oil in a large heavy sauté pan over medium-high heat. Add the onion and garlic cloves and sauté for 5 minutes, or until the garlic is golden brown. Add the sesame seeds and árbol chiles and cook for 5 minutes, or until the chiles are darkened in spots. Meanwhile, heat a medium-size heavy sauté pan over high heat. Add the tomatillos and cook, turning them frequently, for 10 minutes, or until they are pale green and blackened in spots. Add the tomatillos to the chile mixture in the pan, pressing on them with a spatula to break them apart and release their juices. Cook for 5 minutes to blend the flavors. Remove from the heat and let cool slightly. Transfer the contents of the pan to a blender, and add 1 1/2 cups water. Blend until the salsa is smooth. Season to taste with salt and pepper. Cool to room temperature, and then serve.","Mexican, Condiment/Spread, Sauce, Side, Vegetarian, Cinco de Mayo, Latin American, Healthy, Vegan, Party, Sesame, Chile Pepper, Sugar Conscious, Kidney Friendly, Pescatarian, Dairy Free, Wheat/Gluten-Free, Peanut Free, Tree Nut Free, Soy Free, No Sugar Added, Kosher"
159,recipe,87%,3.5,This chocolate cake with peanut butter frosting gets a generous (and fun!) garnish of chopped chocolate and peanuts.,Chocolate-Peanut Butter Fun Cake,https://www.epicurious.com//recipes/food/views/chocolate-peanut-butter-fun-cake-394664,"Nonstick vegetable oil spray, 1 1/4 cups all-purpose flour, 1 cup sugar, 3/4 cup natural unsweetened cocoa powder, 1 1/2 teaspoons kosher salt, 1 teaspoon baking soda, 1/4 cup vegetable oil, 1 teaspoon vanilla extract, 1/2 cup finely chopped semisweet or bittersweet chocolate (3 1/2 ounces)","Preheat oven to 350°F. Coat bottom and sides of pan with nonstick spray; line bottom of pan with parchment paper. Whisk flour and next 4 ingredients in a large bowl. Add oil, vanilla, and 1 1/4 cups water; whisk until smooth. Fold in chopped chocolate. Scrape into prepared pan; smooth top. Bake until a tester comes out clean when inserted into center, 35-40 minutes. Let cool completely in pan on a wire rack.","Cake, Chocolate, Dessert, Bake, Kid-Friendly, Birthday, Peanut Butter, Bon Appétit, Kidney Friendly, Vegetarian, Pescatarian, Soy Free, Kosher, Small Plates"
160,recipe,33%,2.5,"The foundation of this elegant soup? Peanut butter. Make your own by grinding dry-roasted peanuts in a food processor while you roast the garlic. You can use any mild-flavored honey to sweeten the whipped cream garnish, or go Southern with a spoonful of tupelo honey.",Roasted Peanut Soup with Honey Whipped Cream,https://www.epicurious.com//recipes/food/views/roasted-peanut-soup-with-honey-whipped-cream-388698,"2 heads of garlic, 4 tablespoons olive oil, divided, 1 1/2 cups unsalted, dry-roasted peanuts, 3 cups sliced onions (about 2 onions), 3 cups thinly sliced celery stalks (about 1/2 bunch), leaves reserved, 2 tablespoons unsalted butter, 2 quarts low-salt chicken broth, 1 bay leaf, 1 Yukon Gold potato (about 8 ounces), peeled, cut into 1/4"" cubes, 3/4 cup chilled heavy cream, divided, Kosher salt, 1 tablespoon (or more) honey, 1 tablespoon roasted peanut oil or 1/2 teaspoon toasted sesame oil","Preheat oven to 450°F. Slice off and discard the top third from each head of garlic. Place garlic on a sheet of foil. Drizzle with 2 tablespoons olive oil; wrap foil tightly around garlic. Place on a rimmed baking sheet and roast until soft and caramelized, about 45 minutes. Let garlic cool slightly, then squeeze cloves into a small bowl, pouring in any oil remaining in foil. Pulse peanuts in a food processor until coarsely chopped. Transfer 1/4 cup chopped peanuts to a small bowl, then continue pulsing remaining peanuts until a smooth butter forms, about 2 minutes (there will be about 2/3 cup peanut butter). Heat remaining 2 tablespoons olive oil in a large pot over medium-low heat. Add onions and cook, stirring occasionally, until translucent, about 15 minutes. Add sliced celery, butter, and reserved roasted garlic with oil; cook, stirring frequently, until celery is softened, about 15 minutes. Add chicken broth and bay leaf; bring to a boil. Add potato; simmer until potato is tender, about 20 minutes. Remove from heat; discard bay leaf. Set a fine-mesh strainer over a large bowl. Working in batches, carefully purée soup in a blender until smooth, about 1 minute per batch, adding peanut butter to last batch. Pour through prepared strainer. Whisk in 1/4 cup cream. Season to taste with salt. Whisk remaining 1/2 cup cream and a pinch of salt in a small bowl until soft peaks form. Gradually whisk in honey and peanut oil; whisk until stiff peaks form. Divide soup among bowls. Top with a dollop of honey whipped cream. Sprinkle reserved chopped peanuts and celery leaves over.",
161,recipe,67%,4.0,"This old-fashioned classic has many renditions but we love this one best; feel free to substitute milk, white, butterscotch, or bittersweet chocolate chips for the semi-sweet and almonds, walnuts, or peanuts for the pecans.",Five-Layer Bars,https://www.epicurious.com//recipes/food/views/five-layer-bars-367589,"1 stick (1/4 pound) unsalted butter, melted, 2 sleeves graham crackers, crushed, 1 cup sweetened flaked coconut, 2 cups semi-sweet chocolate chips, 1 1/4 cups (one 14-ounce can) sweetened condensed milk, 2 cups pecans, lightly toasted and coarsely chopped","• Preheat the oven to 350°F. Lightly butter a 9 x 13-inch pan and line with parchment paper, allowing enough overhang on the long side to lift the bars from the pan. • Place the butter and graham crackers in a bowl and combine well. Transfer the mixture to the prepared pan and pat into an even layer to form the crust. • Sprinkle the coconut evenly over the crust. Sprinkle the chocolate chips over the coconut. Pour the condensed milk evenly over the chocolate chips. Sprinkle the pecans evenly over the condensed milk layer. Press the layers down lightly. Transfer to the oven and bake until lightly browned, about 30 minutes. • Set aside to cool completely and cut into 24 pieces.","Milk/Cream, Chocolate, Dessert, Bake, Kid-Friendly, Back to School, Coconut, Party, Potluck, Kidney Friendly, Vegetarian, Pescatarian, Peanut Free, Soy Free, Kosher, Small Plates"
162,recipe,0%,0.0,"This is a childhood favorite reinvented for grown-up tastes. You've got the texture of a Fudgsicle but with the flavor of rich dark chocolate, salty peanuts, and sweet caramel, all combined in a dessert pretty enough to make people think it came out of a professional kitchen.
It's important that the Fudgsicle bars soften at room temperature for 5 minutes before serving, otherwise they'll be too hard to cut into. The flavor comes forward when the dessert warms a little. Don't forgo the ice-water bath. You need to cool the custard quickly to keep it from overcooking.",Fudgsicle Bars with Caramel and Spanish Peanuts,https://www.epicurious.com//recipes/food/views/fudgsicle-bars-with-caramel-and-spanish-peanuts-366049,"9- by 9-inch baking pan, Heat-proof rubber spatula, 6 large egg yolks, 1/2 cup granulated sugar, Large pinch kosher salt, 4 cups heavy cream, 4 ounces dark chocolate (58 to 62 percent cacao), chopped or broken into 1-inch pieces, 2 tablespoons instant coffee granules, 1/2 cup Spanish peanuts, 1 1/2 cups Caramel Sauce , or good-quality store-bought caramel sauce","1. Line the baking pan with foil, leaving a 2-inch overhang on 2 sides. Set aside. Fill a large bowl half full of ice and cover the ice with water. Set aside. 2. In a medium bowl that will fit into the large bowl of ice water, whisk the yolks with the sugar and salt until well blended. 3. In a large saucepan, warm the cream over medium heat until it starts to bubble around the edges. Remove from heat and stir in the chocolate and coffee until smooth. Slowly pour the chocolate cream into the bowl with the egg yolks. Return the chocolate cream to the saucepan (reserving the bowl) and cook over medium-low heat, stirring continually with the heat-proof rubber spatula, until the chocolate custard thickens slightly and coats and clings to the spatula when you lift it up out of the pot, about 5 minutes. 4. Pour the custard back into the reserved bowl. Put the bowl in the ice bath. Stirring occasionally, let the custard cool to room temperature, about 15 minutes. 5. Pour the custard into the foil-lined baking pan. Freeze until firm, 3 to 4 hours. 6. Put the peanuts in a colander and rub them with a clean kitchen towel to remove some of the skins. (If you don't have a colander, just rub them in the towel.) Don't worry about getting all the skins - you just want to remove the loose pieces. Chop the peanuts into 1/4-inch or smaller pieces. 7. To serve, holding the foil, lift the Fudgsicles out of the pan. Peel back the foil. Cut the firm fudge into 3-inch squares. Place a piece on each plate. Let sit for 5 minutes to soften. Top with some caramel sauce and peanuts.","Milk/Cream, Chocolate, Egg, Dessert, Kid-Friendly, Graduation, Backyard BBQ, Frozen Dessert, Peanut, Summer, Birthday, Party, Kidney Friendly, Vegetarian, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, Kosher, Small Plates"
163,recipe,100%,3.5,"Do you know how tin roof ice cream got its name? Neither do I. Nor does anyone, it seems. I've tried to find out but have always come up empty-handed. I do know that it's one of my favorite ice cream combinations, and I guess I need to be content with that. Tin roof sundaes are traditionally made of vanilla ice cream topped with chocolate sauce and a scattering of red-skinned Spanish peanuts. I couldn't resist using chocolate-covered peanuts instead and folding them into the ice cream, where they become embedded between layers of fudge ripple.",Tin Roof Ice Cream,https://www.epicurious.com//recipes/food/views/tin-roof-ice-cream-366134,"3/4 cup (180 ml) whole milk, 3/4 cup (150 g) sugar, Pinch of salt, 1 1/2 cups (375 ml) heavy cream, 1/2 vanilla bean, split lengthwise, 4 large egg yolks, 1/4 teaspoon vanilla extract, 3/4 cup Chocolate-Covered Peanuts, Fudge Ripple","Warm the milk, sugar, salt and 1/2 cup (125 ml) of the cream in a medium saucepan. With a sharp paring knife, scrape the flavorful seeds from the vanilla bean and add them, along with the pod, to the hot milk mixture. Cover, remove from the heat, and let steep at room temperature for 30 minutes. Rewarm the vanilla-infused mixture. Pour the remaining 1 cup (250 ml) cream into a large bowl and set a mesh strainer on top. In a separate medium bowl, whisk together the egg yolks. Slowly pour the warm mixture into the egg yolks, whisking constantly, then scrape the warmed egg yolks back into the saucepan. Stir the mixture constantly over medium heat with a heatproof spatula, scraping the bottom as you stir, until the mixture thickens and coats the spatula. Pour the custard through the strainer and stir it into the cream to cool. Remove the vanilla bean, wipe it clean of any egg bits, and add it back to the custard. Stir in the vanilla and stir until cool over an ice bath. Chill thoroughly in the refrigerator. When ready to churn the ice cream, remove the vanilla bean (it can be rinsed and reused). Freeze the ice cream in your ice cream maker according to the manufacturer's instructions. While the ice cream is freezing, chop the peanuts into bite-sized pieces. Fold the peanut pieces into the frozen ice cream as you remove it from the machine, and layer it with Fudge Ripple.","Milk/Cream, Ice Cream Machine, Chocolate, Dairy, Dessert, Kid-Friendly, Backyard BBQ, Frozen Dessert, Peanut, Vanilla, Summer, Small Plates"
164,recipe,100%,3.5,"Editor's note: Chef Roberto Santibañez, the chef/owner of Fonda in Brooklyn, New York shared this recipe as part of a festive taco party menu he created for Epicurious. He recommends serving this salsa with his Carnitas or Carne Adobada Tacos .
The Spanish name for this salsa means ""rooster's beak,"" and originally referred to a salad of jicama, peanuts, oranges, and onions. But today, whether you're in Minneapolis or Mexico City, if you ask for pico de gallo, you'll get the familiar cilantro-flecked combination of chopped tomato, onion, and fresh chiles. This tart, crisp condiment (also known as salsa Mexicana) has become so common on Mexican tables that it seems like no coincidence that its colors match those of the national flag. Besides finding firm ripe tomatoes and seeding them, the key to this salsa is adding plenty of lime juice and salt, and not skimping on the chiles. Because without a burst of acidity and heat, you're just eating chopped tomatoes.",Pico de Gallo: Fresh Tomato Salsa,https://www.epicurious.com//recipes/food/views/pico-de-gallo-fresh-tomato-salsa-364429,"3/4 pound tomatoes (about 2 medium), seeded and finely diced (1 1/2 cups), 1/3 cup chopped cilantro, 1/4 cup finely chopped white onion, 1 small fresh jalapeño or serrano chile, finely chopped, including seeds, or more to taste, 1 tablespoon freshly squeezed lime juice, or more to taste, 1/2 teaspoon fine salt, or 1 teaspoon kosher salt","Mix all the ingredients together in a bowl. Season to taste with additional chile, lime juice, and salt. This salsa keeps in the refrigerator for up to one day. Before you serve it, stir it well and drain any excess liquid that has accumulated in the bowl.","Mexican, Tomato, Low Fat, Vegetarian, Wheat/Gluten-Free, Cinco de Mayo, Healthy, Vegan, Jalapeño, Party, Cilantro, Lime Juice, Sauce Secrets"
165,recipe,100%,1.0,"""Finish with gremolata and boiled peanuts."" How often have you heard that phrase? Or, for that matter, the words ""boiled-peanut beurre blanc""? Such is the beauty of melding Southern and French techniques. And who better to teach us a thing or two about fresh takes on Southern food than a Canadian, happily assimilated in Georgia? Hugh Acheson says that any medium-bodied fish will work with the sauce. We believe it to be delicious with flounder.",Boiled-Peanut Beurre Blanc,https://www.epicurious.com//recipes/food/views/boiled-peanut-beurre-blanc-363609,"2 shallots, minced (about 1/4 cup), 1 cup champagne vinegar, 1 cup white wine, Small bouquet of fresh thyme and tarragon sprigs tied together with kitchen twine, 3 black peppercorns, 1/4 pound (1 stick) unsalted butter, cut into very small cubes and chilled, 1 tablespoon gremolata (equal parts minced garlic, parsley, and lemon zest), 1/2 cup shelled boiled peanuts, Salt and ground black pepper","Stir together the shallots, vinegar, and wine in a medium saucepan. Toss in the herb bouquet and peppercorns. Bring to a boil over medium-high heat and cook until the mixture reduces by half. Reduce the heat to low. Discard the bouquet and peppercorns. Slowly add the butter, one cube at a time, madly whisking all the time, until all of the butter has been incorporated. Whisk in the gremolata and boiled peanuts. Season with salt and pepper. Serve at once or keep the sauce warm in a bain-marie (fancy French for hot-water bath).","French, Sauce, Mardi Gras, Southern, Peanut, Butter, Athens, Georgia"
166,recipe,93%,3.5,"This soup is good and velvety on its own, but the chile butter adds a luxurious crowning touch.",Carrot-Ginger Soup with Chile Butter and Roasted Peanuts,https://www.epicurious.com//recipes/food/views/carrot-ginger-soup-with-chile-butter-and-roasted-peanuts-358493,"1/4 cup (1/2 stick) unsalted butter, room temperature, 2 tablespoons finely chopped green onions (white and green parts only), 1/4 teaspoon dried crushed red pepper",Mix all ingredients in small bowl. Cover and chill. Bring to room temperature before using.,"Ginger, Potato, Appetizer, Vegetarian, High Fiber, Peanut, Carrot, Spring, Butter, Bon Appétit, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, No Sugar Added, Kosher"
167,recipe,0%,1.0,"Feniger first encountered this fragrant pilaf while visiting her friend Alan Wagner, who cooks at an ashram in India. The pilaf has since become a popular addition to Street's menu. The first thing you'll notice is the tapioca pearls gratifyingly chewy, almost slippery texture. Then you'll take in the pop of the mustard seeds, the denseness of the taro, the fresh coolness of the cilantro, and the savor of the peanuts and cumin. The most elusive flavor is that of the dried neem leaves. Theyre an optional ingredient—you can leave them out and the pilaf will still be delicious—but they have an interesting astringency.",Tapioca Pilaf,https://www.epicurious.com//recipes/food/views/tapioca-pilaf-355531,"10 cups water, 1 1/2 cups (1/4-inch) tapioca pearls, 4 to 6 ounces taro root, peeled, or 1 medium Yukon Gold potato, 1/4 cup clarified butter, 1 fresh Thai chile or 1 small serrano, chopped (about 1 teaspoon), including seeds, 2 teaspoons chopped garlic, 2 teaspoons brown mustard seeds, 1 teaspoon cumin seeds, 2 teaspoons chopped dried neem leaves (optional), 1/2 cup chopped unsalted roasted peanuts, 3 tablespoons chopped cilantro","Bring water (10 cups) to a boil in a 3-to 4-quart pot. Add tapioca pearls and simmer, uncovered, stirring occasionally, 30 minutes. Remove from heat and let stand, covered, until pearls are translucent around edge, have a white center, and are al dente, about 45 minutes more. While tapioca stands, cover taro with cold water in a small saucepan. Bring to a simmer, then simmer until almost tender, 12 to 15 minutes. Transfer taro to a cutting board. When cool enough to handle, cut into 1/4-inch dice. Drain tapioca in a sieve and rinse well under cold water. Let stand in sieve submerged in a bowl of cold water until ready to use. Heat butter in a 12-inch nonstick skillet over medium-high heat until hot, then sauté taro until just tender and golden, about 5 minutes. Add chile and garlic and sauté until softened, 30 seconds to 1 minute. Add mustard seeds, cumin seeds, and neem leaves (if using) and sauté until fragrant, about 30 seconds more. Lift sieve with tapioca out of water and shake to drain well. Add to taro mixture in skillet along with peanuts and 1/2 teaspoon salt and sauté 2 minutes. Toss with cilantro and serve immediately.",
168,recipe,100%,4.0,,Chocolate-Peanut Butter Terrine with Sugared Peanuts,https://www.epicurious.com//recipes/food/views/chocolate-peanut-butter-terrine-with-sugared-peanuts-354429,"11 ounces bittersweet chocolate, finely chopped, 1 ounce (2 tablespoons) unsalted butter, 6 tablespoons creamy peanut butter, 4 large egg yolks, 1/4 cup granulated sugar, 1 3/4 cups heavy whipping cream","Spray an 8 1/2-by-4 1/2-by-2 3/4-inch loaf pan with nonstick spray. Line the sprayed pan with plastic wrap, allowing a 1 1/2-inch overhang on all sides. In a stainless-steel bowl, combine the chocolate, butter, and peanut butter. Place the bowl over a pan of simmering water, making sure the bottom of the bowl does not touch the water. Heat, stirring occasionally, until the chocolate and butter melt. Remove from over the heat and whisk until smooth. Combine the egg yolks and sugar in the bowl of a stand mixer fitted with the whip attachment and whip on high speed until thick, about 1 minute. Remove the bowl from the mixer stand. Using a wooden spoon, stir in the chocolate mixture in 3 equal additions. The mixture will be quite thick. In a separate bowl, whisk the cream until it starts to thicken. Using a spatula, fold the cream into the chocolate mixture in 4 equal additions. Spread the batter in the prepared pan. Cover with the plastic wrap overhanging the sides and refrigerate until firm, at least 4 hours. To unmold the terrine, fold back the plastic wrap and invert the pan onto a wire rack. Pull on a corner of the plastic wrap to release the terrine from the pan. Lift off the pan and carefully remove the plastic wrap. Line a baking sheet with parchment paper and place the rack in it. Return the terrine to the refrigerator while you make the glaze.",
169,recipe,100%,3.5,"The area in Harlem where I live is known as Little West Africa because of the huge concentration of immigrants from Senegal, Mali, and Nigeria who keep their heritage alive in the neighborhood's shops and restaurants. At the heart of this vibrant community is Les Embassades, our local bakery and café, where my neighbors gather to eat, visit, and hang out. The café is owned by my friend Abe and his wife, who came to America from Senegal in the 1980s. Abe is truly living the American dream: Not only does he own his own successful business, he helps newcomers find a place where they can feel at home in a strange new country.
This Senegalese-style stew is inspired by the many meals I've had at Les Embassades and features the typical flavors of West Africa—yams, peanuts, coconut milk, and morning glory, a green vegetable also known as water spinach or swamp cabbage.",Lamb Stew with Sautéed Morning Glory,https://www.epicurious.com//recipes/food/views/lamb-stew-with-sauteed-morning-glory-354669,"3 pounds boneless leg of lamb cut into 1-inch pieces, 2 tablespoons olive oil, plus more for drizzling, 4 garlic cloves chopped, 2 red onions sliced, 2 habanero chiles seeds and ribs removed, chopped, 1 teaspoon coriander seeds, 1 teaspoon ground cumin, 1 tablespoon chopped thyme, 1 cup unsalted, roasted, skinless peanuts coarsely chopped, 5 cups chicken stock, 1 cup coconut milk, Zest of 1 lemon, Juice of 2 lemons, About 1 yam peeled and cut into 1/2-inch cubes (1 cup), About 1 medium Yukon Gold potato peeled and cut into 1/2-inch cubes (1 cup), 1 cup canned crushed tomatoes, 1 tablespoon Dijon mustard, 2 teaspoons salt, 2 tablespoons chopped parsley, 2 avocados each halved, peeled, pitted, and cut into 6 wedges","1 Bring 4 quarts water to a boil in a large pot. Add the lamb and reduce the heat to a simmer. Cook for 10 minutes. Strain and pat dry. 2 Heat the 2 tablespoons olive oil in a large Dutch oven over medium heat. Add the garlic, onions, chiles, coriander seeds, cumin, thyme, and peanuts and toast until the peanuts are golden and the onions are translucent, about 5 minutes. Add the lamb, chicken stock, and coconut milk and bring to a simmer. Cook for 1 hour. 3 Add the lemon zest, lemon juice, yams, potatoes, and tomatoes and simmer until the potatoes are tender, about another 20 minutes. Stir in the mustard, salt, and parsley and simmer for 5 more minutes. Fold in the avocado. Drizzle with olive oil and serve with the sautéed morning glory.","Soup/Stew, Lamb, Sauté, Ramadan, Dinner, Spinach, Dairy Free, Tree Nut Free, No Sugar Added"
170,recipe,71%,3.0,"These brown-sugar brownies have a lovely cakey texture. For an extradecadent dessert, top each blondie with a scoop of ice cream, drizzle with caramel or chocolate sauce, and sprinkle with peanuts.",Chocolate Chip and Peanut Blondies,https://www.epicurious.com//recipes/food/views/chocolate-chip-and-peanut-blondies-353839,"1 cup all purpose flour, 1/2 teaspoon salt, 1/4 teaspoon baking soda, 1/2 cup (1 stick) unsalted butter, 1 1/4 cups (packed) golden brown sugar, 2 large eggs, 1 teaspoon vanilla extract, 1/2 cup salted roasted peanuts, divided, 1/2 cup bittersweet chocolate chips (about 3 ounces), divided","Preheat oven to 350°F. Butter and flour 8x8x2- inch metal baking pan. Whisk 1 cup flour, salt, and baking soda in medium bowl to blend. Melt 1/2 cup butter in heavy large saucepan over low heat. Remove from heat; add sugar and whisk until smooth. Cool mixture 2 minutes; whisk in eggs and vanilla. Using flexible spatula, stir in flour mixture, then half of peanuts and half of chocolate chips. Spread batter in prepared pan; sprinkle with remaining peanuts and chocolate chips. Bake blondies until golden, tester inserted into center comes out clean, and edges just begin to pull away from sides of pan, about 30 minutes; cool completely in pan on rack. DO AHEAD: Can be made 2 days ahead. Cover tightly and store at room temperature. Cut blondies into 16 squares; serve.","Chocolate, Egg, Dessert, Bake, Fourth of July, Picnic, Kid-Friendly, Back to School, Peanut, Family Reunion, Party, Butter, Bon Appétit, Kidney Friendly, Vegetarian, Pescatarian, Tree Nut Free, Soy Free, Kosher, Small Plates"
171,recipe,94%,3.5,"This recipe was a winner in the 2001 Plains Peanut Festival Recipe Contest in Plains, Georgia and appears here courtesy of the The Peanut Institute. It was also reprinted in Nancy Clark's Sports Nutrition Guidebook. Clark writes: This prizewinning recipe offers a yummy alternative to commercial energy bars. These homemade bars are perfect for when you are hiking or biking, as well as for a satisfying afternoon snack. They are relatively high in fat, but it's healthful fat from peanuts and sunflower seeds. For variety, make this recipe with cashews and cashew butter and add a variety of dried fruits (cranberries, cherries, and dates).",Peanutty Energy Bars,https://www.epicurious.com//recipes/food/views/peanutty-energy-bars-353549,"1/2 cup (60 g) salted dry-roasted peanuts, 1/2 cup (60 g) roasted sunflower seed kernels, or use more peanuts or other nuts, 1/2 cup (80 g) raisins or other dried fruit, 2 cups (160 g) uncooked oatmeal, old-fashioned or instant, 2 cups (50 g) toasted rice cereal, such as Rice Krispies, 1/2 cup (130 g) peanut butter, crunchy or creamy, 1/2 cup (100 g) packed brown sugar, 1/2 cup (120 ml) light corn syrup, 1 teaspoon vanilla, Optional: 1/4 cup toasted wheat germ","Mix together the first six ingredients in a medium bowl. Set aside. Combine peanut butter, brown sugar and corn syrup in a large bowl. Microwave on high for 2 minutes. Add vanilla and stir until blended. Add dry ingredients from medium bowl. Stir until coated. Spoon mixture into an 8-inch square pan coated with non-stick spray. Press down firmly (It helps to spray fingers with nonstick spray). Let stand about 1 hour. Cut into bars.","Microwave, Dessert, Kid-Friendly, Raisin, Peanut, Healthy, Peanut Butter, Kidney Friendly, Vegan, Vegetarian, Pescatarian, Dairy Free, Tree Nut Free, Soy Free, Kosher, Small Plates"
172,recipe,80%,3.5,,Chili-Lime Peanuts,https://www.epicurious.com//recipes/food/views/chili-lime-peanuts-351247,"2 cups raw Spanish peanuts (about 10 1/2 ounces), 1 tablespoon olive oil (not extra-virgin), 2 teaspoons coarse kosher salt, 1 teaspoon sugar, 2 teaspoons fresh lime juice, 1 teaspoon hot pepper sauce, 3/4 teaspoon cayenne pepper","Preheat oven to 350&DegF. Toss peanuts, olive oil, coarse kosher salt, and sugar in medium bowl to coat evenly. Scrape mixture onto rimmed baking sheet. Roast nuts until fragrant and beginning to darken, stirring occasionally, about 30 minutes. Transfer nuts to large bowl. Add lime juice, hot pepper sauce, and cayenne pepper; toss to coat. Cool nuts completely. DO AHEAD: Nuts can be made 1 week ahead. Store in airtight container in refrigerator.","Roast, Vegetarian, Quick & Easy, High Fiber, Lime, Peanut, Poker/Game Night, Healthy, Low Cholesterol, Bon Appétit"
173,recipe,0%,0.0,"An entirely new kind of sundae: A light ice cream flecked with crunchy, bitter cocoa nibs is topped with a creamy chocolate-caramel sauce and a sprinkling of spicy, tangy peanuts.",Hot-Tin-Roof-Sundae,https://www.epicurious.com//recipes/food/views/hot-tin-roof-sundae-351246,"1 cup sugar, 1/4 cup water, 1/4 cup light corn syrup, 1/4 teaspoon cream of tartar, 1 cup heavy whipping cream, 2 tablespoons (1/4 stick) unsalted butter, 1/2 teaspoon coarse kosher salt, 1/2 teaspoon vanilla extract, 4 ounces bittersweet chocolate (preferably 60% cocoa), chopped","Stir first 4 ingredients in heavy medium saucepan over medium heat until sugar dissolves, occasionally brushing down pan sides with wet pastry brush. Increase heat and boil until syrup is deep amber, swirling pan occasionally, about 10 minutes. Turn off heat. Add cream and butter (mixture will bubble up). Stir until any caramel bits dissolve. Stir in salt and vanilla. Add chocolate; stir until melted and smooth. DO AHEAD: Can be made 1 week ahead. Transfer sauce to medium bowl; cover and chill. Rewarm before using.","Milk/Cream, Ice Cream Machine, Chocolate, Valentine's Day, Kid-Friendly, Frozen Dessert, Peanut, Birthday, Bon Appétit, Small Plates"
174,recipe,60%,3.5,"I will never forget when I started my catering company and offered sweet and spicy peanuts as one of the gift items. I had to toss peanuts for days, but they were delicious! Although I don't suggest that you mix quite as many as I did in the early years of my career, I do suggest you toss a few of these delights for the occasion.",Honey-Spiced Almonds,https://www.epicurious.com//recipes/food/views/honey-spiced-almonds-350665,"2 tablespoons olive oil, 6 cups whole, blanched almonds, 1/3 cup honey, 2 teaspoons smoked paprika, 2 teaspoons cinnamon, 2 teaspoons cumin, 2 teaspoons cayenne, 2 tablespoons salt, 4 tablespoons sesame seeds","1. Preheat oven to 300 degrees. 2. Heat a large sauté pan on high, and add olive oil. Add almonds to pan, toast for 1 minute stirring often, and reduce heat to low. Continue to stir until the almonds are light golden brown, 6-7 minutes. Add honey and spices, salt and sesame seeds and stir to coat evenly. 3. Spread nuts out evenly on to a large sheet tray and place in the oven until honey is dry, 10-15 minutes. Allow nuts to cool before serving.","Cocktail Party, Quick & Easy, Oscars, New Year's Eve, Almond, Poker/Game Night, Honey, Engagement Party, Party"
175,recipe,94%,4.0,"Layer store-bought vanilla ice cream with peanut butter, caramel sauce, and a peanut–graham cracker crust for the ultimate summer dessert indulgence.",Peanut and Caramel Ice Cream Pie,https://www.epicurious.com//recipes/food/views/peanut-brittle-and-caramel-crunch-ice-cream-pie-242989,"3/4 cup whipping cream, 1/2 vanilla bean, split lengthwise, 2 tablespoons (1/4 stick) unsalted butter, 1/4 teaspoon fine sea salt, 3/4 cup sugar, 1/3 cup water, 1/4 cup light corn syrup","Place cream in small saucepan. Scrape in seeds from vanilla bean; add bean. Bring just to simmer. Mix in butter and sea salt; set vanilla cream aside. Stir sugar, 1/3 cup water, and corn syrup in heavy medium saucepan over medium heat until sugar dissolves. Increase heat; boil without stirring until syrup turns deep amber, brushing down sides with wet pastry brush and swirling pan occasionally, about 12 minutes. Remove from heat. Whisk in vanilla cream (mixture will bubble). Set sauce aside.","Dessert, Kid-Friendly, Backyard BBQ, Frozen Dessert, Peanut, Summer, Birthday, Bon Appétit, Vegetarian, Pescatarian, Tree Nut Free, Soy Free, Kosher, Small Plates"
